DateTime,Holiday,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,PeriodOfDay,ForecastWindProduction,SystemLoadEA,SMPEA,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2,SMPEP2
04-02-2012 19:30,None,0,5,5,4,2,2012,39,503.19,5080.89,80.57,7,16.7,525.14,484,4839.78,162.29
04-02-2012 20:00,None,0,5,5,4,2,2012,40,469.34,4898.15,75.54,7,24.1,531.1,494,4653.67,162.06
04-02-2012 20:30,None,0,5,5,4,2,2012,41,436.9,4685.56,76.74,6,18.5,537.22,518,4475.38,161.99
04-02-2012 21:00,None,0,5,5,4,2,2012,42,405.71,4566.72,68.8,6,16.7,547.82,469,4348.59,92.86
04-02-2012 21:30,None,0,5,5,4,2,2012,43,384.7,4402.55,65.93,5,14.8,555.18,466,4174.79,91.68
04-02-2012 22:00,None,0,5,5,4,2,2012,44,364.59,4266.98,64.25,5,13,561.12,425,4027.64,91.56
04-02-2012 22:30,None,0,5,5,4,2,2012,45,345.75,4112.1,63.18,5,11.1,543.96,443,3922,91.56
04-02-2012 23:00,None,0,5,5,4,2,2012,46,328.18,4069.95,63.18,5,16.7,538.17,429,3988.46,91.56
04-02-2012 23:30,None,0,5,5,4,2,2012,47,311.61,4106.63,63.18,4,13,528.14,423,3891.31,91.56
05-02-2012 00:00,None,0,6,5,5,2,2012,0,296,3954,63.18,5,16.7,544.45,379,3753.89,83.73
05-02-2012 00:30,None,0,6,5,5,2,2012,1,276.22,3789.32,62,4,14.8,568.83,312,3577.81,82.4
05-02-2012 01:00,None,0,6,5,5,2,2012,2,256.61,3662.02,61.88,4,14.8,576.85,294,3472.6,82.4
05-02-2012 01:30,None,0,6,5,5,2,2012,3,237.91,3522.42,53.81,4,14.8,589.61,264,3344.89,82.4
05-02-2012 02:00,None,0,6,5,5,2,2012,4,220.16,3388.83,52.72,4,13,587.65,294,3222.62,82
05-02-2012 02:30,None,0,6,5,5,2,2012,5,203.49,3270.32,52.72,4,13,601.37,257,3126.95,82
05-02-2012 03:00,None,0,6,5,5,2,2012,6,187.94,3171.52,52.72,4,13,612.49,223,3056.78,82
05-02-2012 03:30,None,0,6,5,5,2,2012,7,178.12,3125.04,52.72,4,11.1,613.06,220,3023.35,82
05-02-2012 04:00,None,0,6,5,5,2,2012,8,168.97,3101.91,52.72,4,13,621.96,205,2988.57,82
05-02-2012 04:30,None,0,6,5,5,2,2012,9,160.43,3046.8,52.32,5,11.1,623.02,205,2927.93,82
05-02-2012 05:00,None,0,6,5,5,2,2012,10,152.27,3002.86,52.32,5,13,612.23,189,2911.52,82
05-02-2012 05:30,None,0,6,5,5,2,2012,11,144.4,2995.44,52.32,5,13,606.62,192,2903.68,82
05-02-2012 06:00,None,0,6,5,5,2,2012,12,137.04,3022,42.57,5,13,615.31,159,2946.84,42.17
05-02-2012 06:30,None,0,6,5,5,2,2012,13,132.16,3067.45,42.57,5,13,630.74,136,2990.56,42.17
05-02-2012 07:00,None,0,6,5,5,2,2012,14,127.22,3132.04,42.57,5,9.3,667.93,109,3022.84,42.57
05-02-2012 07:30,None,0,6,5,5,2,2012,15,122.55,3194.76,51.48,5,7.4,667.89,111,3156.87,42.57
05-02-2012 08:00,None,0,6,5,5,2,2012,16,118.17,3243.12,51.53,5,7.4,674.92,105,3119.28,42.57
05-02-2012 08:30,None,0,6,5,5,2,2012,17,113.9,3307.57,51.53,5,5.6,671.57,116,3243.96,43.15
05-02-2012 09:00,None,0,6,5,5,2,2012,18,109.96,3512.98,52.62,5,3.7,677.37,99,3507.34,51.53
05-02-2012 09:30,None,0,6,5,5,2,2012,19,103.95,3736.18,53.07,5,3.7,677.26,113,3724.32,52.62
05-02-2012 10:00,None,0,6,5,5,2,2012,20,98.43,3942.74,53.71,5,5.6,654.66,129,3951.74,54.19
05-02-2012 10:30,None,0,6,5,5,2,2012,21,93.23,4135.58,54.59,6,5.6,617.49,135,4104.68,54.59
05-02-2012 11:00,None,0,6,5,5,2,2012,22,88.38,4285.17,54.59,6,5.6,616.59,89,4264.54,55.71
05-02-2012 11:30,None,0,6,5,5,2,2012,23,83.65,4430.61,55.71,6,7.4,602.95,102,4387.27,56.7
05-02-2012 12:00,None,0,6,5,5,2,2012,24,77.99,4570.97,56.7,7,5.6,585.78,93,4572.69,90.61
05-02-2012 12:30,None,0,6,5,5,2,2012,25,80.49,4697.93,56.7,7,13,570.05,115,4672.48,102.3
05-02-2012 13:00,None,0,6,5,5,2,2012,26,83.83,4718.77,56.7,7,16.7,573.1,88,4693.24,102.3
05-02-2012 13:30,None,0,6,5,5,2,2012,27,88.19,4651.16,55.71,6,13,557.32,95,4584.22,101.31
05-02-2012 14:00,None,0,6,5,5,2,2012,28,93.11,4534.34,54.59,6,9.3,574.79,121,4492.65,100.19
05-02-2012 14:30,None,0,6,5,5,2,2012,29,98.74,4461.85,54.59,7,11.1,579.88,116,4423.31,100.19
05-02-2012 15:00,None,0,6,5,5,2,2012,30,105.35,4427.61,54.59,7,9.3,582.9,136,4364.98,99.79
05-02-2012 15:30,None,0,6,5,5,2,2012,31,114,4413.46,54.59,7,11.1,582.6,177,4355.61,99.59
05-02-2012 16:00,None,0,6,5,5,2,2012,32,121.51,4440.41,54.59,7,13,576.72,212,4391.62,99.32
05-02-2012 16:30,None,0,6,5,5,2,2012,33,129.33,4588.11,54.59,7,13,572.04,288,4503.18,99.79
05-02-2012 17:00,None,0,6,5,5,2,2012,34,137.02,4836.7,56.7,7,11.1,560.92,299,4870.39,101.31
05-02-2012 17:30,None,0,6,5,5,2,2012,35,145.6,5152.47,110.09,7,7.4,530.54,322,5144.28,102.3
05-02-2012 18:00,None,0,6,5,5,2,2012,36,155.61,5289.78,116.69,7,9.3,518.25,306,5221.12,117.96
05-02-2012 18:30,None,0,6,5,5,2,2012,37,170.25,5241.17,110.09,8,7.4,519.78,284,5150.06,102.3
05-02-2012 19:00,None,0,6,5,5,2,2012,38,186.3,5080.22,109.62,8,7.4,517.38,307,5031.25,102.3
05-02-2012 19:30,None,0,6,5,5,2,2012,39,202.74,4938.23,109.1,8,13,535.86,313,4913.8,101.31
05-02-2012 20:00,None,0,6,5,5,2,2012,40,220.76,4844.76,107.98,9,11.1,539.35,338,4800.45,100.19
05-02-2012 20:30,None,0,6,5,5,2,2012,41,240.64,4728.58,107.98,9,16.7,549.07,324,4688.53,100.19
05-02-2012 21:00,None,0,6,5,5,2,2012,42,261.89,4608.04,107.58,9,22.2,567.92,311,4586.61,99.79
05-02-2012 21:30,None,0,6,5,5,2,2012,43,261.01,4476.94,106.46,9,22.2,577.45,302,4391.61,89.35
05-02-2012 22:00,None,0,6,5,5,2,2012,44,261.5,4248.02,104.92,9,16.7,591.95,311,4176.91,85.44
05-02-2012 22:30,None,0,6,5,5,2,2012,45,263.9,4110.08,104.87,10,18.5,600.8,285,4019.5,85.38
05-02-2012 23:00,None,0,6,5,5,2,2012,46,267.73,3997.6,96.54,10,14.8,589.92,295,4023.73,85.38
05-02-2012 23:30,None,0,6,5,5,2,2012,47,273.29,3934.13,96.54,10,14.8,583.67,260,3865.71,77.06
06-02-2012 00:00,None,0,0,6,6,2,2012,0,155.4,3679.67,95.96,10,18.5,582.11,251,3675.1,76.48
06-02-2012 00:30,None,0,0,6,6,2,2012,1,153.7,3553.13,95.56,10,20.4,581.51,198,3516.7,76.48
06-02-2012 01:00,None,0,0,6,6,2,2012,2,152.4,3411.98,95.56,9,16.7,592.48,223,3410.49,76.08
06-02-2012 01:30,None,0,0,6,6,2,2012,3,153.9,3324.41,95.56,9,16.7,580.31,273,3292.1,76.08
06-02-2012 02:00,None,0,0,6,6,2,2012,4,153.2,3202.69,89.39,9,22.2,559.65,259,3208.36,76.08
06-02-2012 02:30,None,0,0,6,6,2,2012,5,147,3132.97,89.39,9,22.2,543.07,254,3149.75,76.08
06-02-2012 03:00,None,0,0,6,6,2,2012,6,140.9,3076.72,94.25,9,20.4,562.07,263,3099.09,76.08
06-02-2012 03:30,None,0,0,6,6,2,2012,7,139.1,3055.21,89.39,9,24.1,569.03,256,3078.19,76.08
06-02-2012 04:00,None,0,0,6,6,2,2012,8,136,3040.33,90.21,9,18.5,570.7,239,3076.95,76.08
06-02-2012 04:30,None,0,0,6,6,2,2012,9,130.1,3008.48,89.39,9,14.8,578.04,198,3069.65,76.08
06-02-2012 05:00,None,0,0,6,6,2,2012,10,125.2,3058.88,94.25,9,18.5,586.37,176,3108.94,76.08
06-02-2012 05:30,None,0,0,6,6,2,2012,11,122.6,3116.55,89.39,9,20.4,607.07,167,3143.21,70
06-02-2012 06:00,None,0,0,6,6,2,2012,12,119.9,3297.24,43.16,9,13,614.24,177,3362.33,43.15
06-02-2012 06:30,None,0,0,6,6,2,2012,13,118,3580.29,48.07,9,13,626.13,180,3664.3,48.06
06-02-2012 07:00,None,0,0,6,6,2,2012,14,116.4,3985.46,55.43,9,18.5,633.75,161,4188.39,55.92
06-02-2012 07:30,None,0,0,6,6,2,2012,15,115.5,4449.82,58.09,9,13,605.04,155,4614.29,58.65
06-02-2012 08:00,None,0,0,6,6,2,2012,16,113.6,4797.13,62.99,9,14.8,584.27,149,4736.45,58.65
06-02-2012 08:30,None,0,0,6,6,2,2012,17,111.4,4789.93,62.99,9,16.7,581.32,124,4760.26,58.65
06-02-2012 09:00,None,0,0,6,6,2,2012,18,108,4909.12,62.99,9,11.1,578.42,120,4931.26,61.83
06-02-2012 09:30,None,0,0,6,6,2,2012,19,103.8,5023.19,66.1,9,16.7,569.41,124,5040.39,58.66
06-02-2012 10:00,None,0,0,6,6,2,2012,20,98.9,5061.29,66.1,9,13,565.91,103,5072.55,58.66
06-02-2012 10:30,None,0,0,6,6,2,2012,21,93.5,5128.21,67.39,9,13,569.31,77,5110.77,61.84
06-02-2012 11:00,None,0,0,6,6,2,2012,22,88.2,5186.13,65.61,9,14.8,567.38,73,5130.02,58.66
06-02-2012 11:30,None,0,0,6,6,2,2012,23,84,5227.45,65.61,9,16.7,564.94,70,5139.95,58.66
06-02-2012 12:00,None,0,0,6,6,2,2012,24,79.5,5240.92,65.61,10,14.8,564.73,55,5171.67,58.66
06-02-2012 12:30,None,0,0,6,6,2,2012,25,75.7,5301.25,65.6,10,16.7,566.33,44,5198.18,61.84
06-02-2012 13:00,None,0,0,6,6,2,2012,26,71.9,5262.56,65.6,10,16.7,563.01,43,5131.07,58.66
06-02-2012 13:30,None,0,0,6,6,2,2012,27,67.9,5191.59,65.6,10,14.8,565.42,44,5057.86,58.66
06-02-2012 14:00,None,0,0,6,6,2,2012,28,65,5119.81,64.1,10,13,569.49,43,5057.1,58.66
06-02-2012 14:30,None,0,0,6,6,2,2012,29,64.8,5128.25,64.17,10,14.8,569.13,33,5044.86,58.66
06-02-2012 15:00,None,0,0,6,6,2,2012,30,63.5,5160.79,64.41,10,13,567.26,27,5074.5,58.66
06-02-2012 15:30,None,0,0,6,6,2,2012,31,63.3,5251.3,65.6,10,11.1,564.97,16,5104.14,58.66
06-02-2012 16:00,None,0,0,6,6,2,2012,32,62.8,5452.22,65.61,10,9.3,557.28,20,5191.07,61.84
06-02-2012 16:30,None,0,0,6,6,2,2012,33,61.4,5631.79,108.16,10,9.3,555.02,21,5328.96,62.99
06-02-2012 17:00,None,0,0,6,6,2,2012,34,59.3,5724.34,108.16,10,7.4,558.49,18,5563.2,62.99
06-02-2012 17:30,None,0,0,6,6,2,2012,35,58.9,5985.25,323.08,9,7.4,542.96,21,5903.51,367.86
06-02-2012 18:00,None,0,0,6,6,2,2012,36,10,6007,382.6,9,5.6,532.03,20,5907.3,251.31
06-02-2012 18:30,None,0,0,6,6,2,2012,37,10.27,5789.29,108.17,9,5.6,533.48,29,5761.9,257.69
06-02-2012 19:00,None,0,0,6,6,2,2012,38,10.69,5610.05,87.69,9,11.1,541.29,36,5652.53,95.6
06-02-2012 19:30,None,0,0,6,6,2,2012,39,11.91,5571.77,75.71,9,13,541.56,38,5506.1,62.99
06-02-2012 20:00,None,0,0,6,6,2,2012,40,14.4,5392.88,65.62,9,13,544.94,37,5320.81,62.99
06-02-2012 20:30,None,0,0,6,6,2,2012,41,17.47,5240.48,65.62,9,9.3,554.5,42,5169.88,61.26
06-02-2012 21:00,None,0,0,6,6,2,2012,42,21.55,5107.75,63.78,9,9.3,561.25,42,5028.61,61.83
06-02-2012 21:30,None,0,0,6,6,2,2012,43,24.92,4924.2,60.4,9,9.3,562.86,56,4788.07,58.65
06-02-2012 22:00,None,0,0,6,6,2,2012,44,28.57,4740.31,57.79,9,11.1,580.05,64,4547.75,58.65
06-02-2012 22:30,None,0,0,6,6,2,2012,45,32.41,4426.46,56.95,9,11.1,588,73,4305.33,56.04
06-02-2012 23:00,None,0,0,6,6,2,2012,46,36.67,4282.72,54.55,8,7.4,596.12,74,4242.6,55.92
06-02-2012 23:30,None,0,0,6,6,2,2012,47,41.48,4216.93,54.94,8,9.3,586.65,84,4025.89,55.12
07-02-2012 00:00,None,0,1,6,7,2,2012,0,46.63,3986.01,53.87,8,13,592.89,94,3803.3,52.85
07-02-2012 00:30,None,0,1,6,7,2,2012,1,52.99,3797.75,44.45,8,18.5,602.31,110,3615.71,52.57
07-02-2012 01:00,None,0,1,6,7,2,2012,2,60.26,3646.64,43.87,8,22.2,615.48,117,3498.63,52.57
07-02-2012 01:30,None,0,1,6,7,2,2012,3,69,3526.15,43.87,7,18.5,594.56,143,3377.41,43.15
07-02-2012 02:00,None,0,1,6,7,2,2012,4,79.48,3414.2,43.87,7,18.5,588.44,151,3284.69,42.57
07-02-2012 02:30,None,0,1,6,7,2,2012,5,90.85,3350.81,43.87,7,16.7,580.2,162,3205.38,42.57
07-02-2012 03:00,None,0,1,6,7,2,2012,6,103.98,3249.34,43.47,7,14.8,557.46,188,3153.51,42.57
07-02-2012 03:30,None,0,1,6,7,2,2012,7,119.31,3221.53,43.47,7,13,558.08,215,3130.64,42.57
07-02-2012 04:00,None,0,1,6,7,2,2012,8,136.57,3218.93,43.47,7,16.7,555.06,251,3108.36,42.57
07-02-2012 04:30,None,0,1,6,7,2,2012,9,157.38,3197.98,43.47,7,14.8,558.03,245,3072.85,42.57
07-02-2012 05:00,None,0,1,6,7,2,2012,10,180.82,3200.86,43.47,7,14.8,567.14,289,3084.59,42.57
07-02-2012 05:30,None,0,1,6,7,2,2012,11,207.17,3250.73,43.47,7,13,565.91,293,3119.42,41.95
07-02-2012 06:00,None,0,1,6,7,2,2012,12,235.32,3421.09,46.5,7,14.8,560.57,319,3336.59,45.91
07-02-2012 06:30,None,0,1,6,7,2,2012,13,241.6,3744.88,55.93,7,13,584.7,347,3607.28,59.19
07-02-2012 07:00,None,0,1,6,7,2,2012,14,247.61,4152.11,64.47,7,11.1,576.03,364,4116.31,61.19
07-02-2012 07:30,None,0,1,6,7,2,2012,15,253.99,4600.96,68.88,7,13,576.05,382,4498.01,63.75
07-02-2012 08:00,None,0,1,6,7,2,2012,16,260.24,4869.97,71,7,14.8,565.67,396,4595.84,63.75
07-02-2012 08:30,None,0,1,6,7,2,2012,17,266.81,4884.32,71,7,14.8,558,445,4589.84,63.75
07-02-2012 09:00,None,0,1,6,7,2,2012,18,269.17,4972.26,71,7,16.7,556.94,442,4760.17,63.97
07-02-2012 09:30,None,0,1,6,7,2,2012,19,280.48,5115.66,71.22,7,14.8,549.13,457,4824.65,63.97
07-02-2012 10:00,None,0,1,6,7,2,2012,20,290.93,5149.3,71.22,8,13,535.7,498,4823.83,63.97
07-02-2012 10:30,None,0,1,6,7,2,2012,21,300.91,5171.03,71.22,8,14.8,535.97,514,4827.48,63.97
07-02-2012 11:00,None,0,1,6,7,2,2012,22,310.28,5190.29,71.22,8,20.4,529.29,566,4799.38,63.97
07-02-2012 11:30,None,0,1,6,7,2,2012,23,319.98,5207.44,71.22,8,22.2,527.05,603,4776.66,63.97
07-02-2012 12:00,None,0,1,6,7,2,2012,24,332.82,5243.35,71.22,8,20.4,526.52,606,4818.22,63.97
07-02-2012 12:30,None,0,1,6,7,2,2012,25,348.62,5269.62,71.22,8,22.2,526.98,630,4843.66,63.97
07-02-2012 13:00,None,0,1,6,7,2,2012,26,363.94,5259.74,71.22,8,22.2,520.47,637,4779.88,63.75
07-02-2012 13:30,None,0,1,6,7,2,2012,27,379.95,5150.07,71.22,8,22.2,528.53,581,4688.56,63.75
07-02-2012 14:00,None,0,1,6,7,2,2012,28,396.5,5151.6,71.22,8,16.7,529.18,578,4703.22,63.75
07-02-2012 14:30,None,0,1,6,7,2,2012,29,413.52,5186.33,71.22,8,20.4,532.16,567,4702.8,63.75
07-02-2012 15:00,None,0,1,6,7,2,2012,30,429.68,5196.62,71.22,8,13,529.29,584,4748.14,63.75
07-02-2012 15:30,None,0,1,6,7,2,2012,31,424.91,5312.48,71.22,8,14.8,521.71,602,4803.48,63.97
07-02-2012 16:00,None,0,1,6,7,2,2012,32,421.72,5495.95,73.03,8,13,516.22,645,4882.25,63.97
07-02-2012 16:30,None,0,1,6,7,2,2012,33,417.36,5681.83,84.43,8,13,518.69,684,4999.87,63.97
07-02-2012 17:00,None,0,1,6,7,2,2012,34,414.06,5804.47,84.45,7,14.8,506.93,771,5209.13,159.68
07-02-2012 17:30,None,0,1,6,7,2,2012,35,410.33,6008.36,192.99,7,16.7,488.86,779,5544.17,245.66
07-02-2012 18:00,None,0,1,6,7,2,2012,36,405.89,6061.53,245.8,7,13,464.06,812,5526.84,203.24
07-02-2012 18:30,None,0,1,6,7,2,2012,37,429.58,5918.33,92.83,7,14.8,467.65,820,5385.55,160.96
07-02-2012 19:00,None,0,1,6,7,2,2012,38,454.28,5782.37,84.5,7,16.7,473.48,838,5287.36,65.16
07-02-2012 19:30,None,0,1,6,7,2,2012,39,480.25,5746.94,84.5,7,13,485.01,840,5154,63.97
07-02-2012 20:00,None,0,1,6,7,2,2012,40,507.46,5554.37,71.49,7,16.7,481.72,884,5017.17,63.75
07-02-2012 20:30,None,0,1,6,7,2,2012,41,535.77,5403.38,71.49,7,16.7,484.51,903,4871.62,63.75
07-02-2012 21:00,None,0,1,6,7,2,2012,42,564.81,5289.09,76.77,7,16.7,484.92,919,4720.9,64.82
07-02-2012 21:30,None,0,1,6,7,2,2012,43,608.81,5112.53,77.72,7,18.5,470.72,894,4475.94,64.84
07-02-2012 22:00,None,0,1,6,7,2,2012,44,654.75,4902.56,71,7,20.4,473.63,925,4237.99,60.91
07-02-2012 22:30,None,0,1,6,7,2,2012,45,702.95,4535.68,67.97,7,20.4,468.11,966,4015.06,59.19
07-02-2012 23:00,None,0,1,6,7,2,2012,46,752.79,4398.42,64.47,7,18.5,439.03,1003,3983.58,59.19
07-02-2012 23:30,None,0,1,6,7,2,2012,47,803.69,4308.16,64.47,7,16.7,406.6,1068,3783.22,45.91
08-02-2012 00:00,None,0,2,6,8,2,2012,0,1023.4,4003.7,51.19,7,20.4,363.28,1115,3527.54,44.89
08-02-2012 00:30,None,0,2,6,8,2,2012,1,1045.6,3825.5,50.57,7,22.2,329.94,1140,3334.29,44.89
08-02-2012 01:00,None,0,2,6,8,2,2012,2,1064.1,3682.84,50.17,7,22.2,328.32,1095,3237.81,43.22
08-02-2012 01:30,None,0,2,6,8,2,2012,3,1071.1,3594.34,50.17,7,22.2,324.49,1156,3110.2,41.22
08-02-2012 02:00,None,0,2,6,8,2,2012,4,1080.2,3511.13,48.5,7,27.8,330.38,1078,3007.47,41.22
08-02-2012 02:30,None,0,2,6,8,2,2012,5,1097.3,3391.4,46.5,7,24.1,339.7,1004,2936.84,41.22
08-02-2012 03:00,None,0,2,6,8,2,2012,6,1110.1,3349.35,46.5,7,20.4,346.28,938,2878.18,38.81
08-02-2012 03:30,None,0,2,6,8,2,2012,7,1108.4,3292.12,44.08,7,22.2,358.96,904,2853.29,38.81
08-02-2012 04:00,None,0,2,6,8,2,2012,8,1106.5,3298.27,44.08,7,24.1,361.8,906,2850.6,38.81
08-02-2012 04:30,None,0,2,6,8,2,2012,9,1105,3277.91,44.08,6,22.2,363.04,922,2843.97,38.81
08-02-2012 05:00,None,0,2,6,8,2,2012,10,1104.4,3295.49,46.5,6,20.4,365.73,939,2886.27,41.22
08-02-2012 05:30,None,0,2,6,8,2,2012,11,1106.2,3348.09,46.5,7,18.5,369.38,1032,2914.93,41.04
08-02-2012 06:00,None,0,2,6,8,2,2012,12,1109.4,3451.93,42.79,7,20.4,369.84,1056,3123.94,43.44
08-02-2012 06:30,None,0,2,6,8,2,2012,13,1116.4,3796.87,45.6,7,25.9,388.94,1218,3430.49,45.61
08-02-2012 07:00,None,0,2,6,8,2,2012,14,1124.1,4208.09,48.31,7,20.4,422.5,1201,3925.21,64.58
08-02-2012 07:30,None,0,2,6,8,2,2012,15,1134.1,4718.22,68.76,6,24.1,459.25,1180,4344.35,73.26
08-02-2012 08:00,None,0,2,6,8,2,2012,16,1143.1,4981.69,71.72,6,20.4,461.62,1185,4481.5,73.26
08-02-2012 08:30,None,0,2,6,8,2,2012,17,1150.6,4992.38,71.72,6,20.4,464.03,1207,4519.17,71.83
08-02-2012 09:00,None,0,2,6,8,2,2012,18,1156.6,5079.68,73.25,6,20.4,466.31,1206,4705.8,73.6
08-02-2012 09:30,None,0,2,6,8,2,2012,19,1158.1,5196.6,73.25,6,18.5,469.02,1160,4789.1,75.84
08-02-2012 10:00,None,0,2,6,8,2,2012,20,1158.5,5220.74,73.25,6,16.7,472.2,1165,4797.61,75.84
08-02-2012 10:30,None,0,2,6,8,2,2012,21,1155.6,5244.24,73.25,6,20.4,454.49,1183,4845.55,75.84
08-02-2012 11:00,None,0,2,6,8,2,2012,22,1152.5,5257.65,73.25,6,18.5,461.07,1141,4884.1,75.84
08-02-2012 11:30,None,0,2,6,8,2,2012,23,1147.7,5267.92,73.25,6,22.2,458.86,1133,4895.51,75.84
08-02-2012 12:00,None,0,2,6,8,2,2012,24,1142.8,5302.24,74.05,6,20.4,457.91,1139,4944.05,76.04
08-02-2012 12:30,None,0,2,6,8,2,2012,25,1136.4,5348.44,74.05,6,18.5,459.21,1108,4985.43,76.1
08-02-2012 13:00,None,0,2,6,8,2,2012,26,1130.1,5314.28,74.05,6,20.4,456.58,1147,4930.53,75.84
08-02-2012 13:30,None,0,2,6,8,2,2012,27,1120.6,5187.16,73.25,6,16.7,458.47,1110,4830.23,75.84
08-02-2012 14:00,None,0,2,6,8,2,2012,28,1109.7,5203.24,74.05,6,16.7,463.69,1061,4857.8,75.84
08-02-2012 14:30,None,0,2,6,8,2,2012,29,1093.3,5225.51,74.05,6,18.5,466.15,1070,4865.99,75.84
08-02-2012 15:00,None,0,2,6,8,2,2012,30,1075.6,5244.33,74.05,6,18.5,465.08,1058,4918,76.75
08-02-2012 15:30,None,0,2,6,8,2,2012,31,1054.6,5336.42,77.23,6,16.7,462.85,1039,4983.69,76.75
08-02-2012 16:00,None,0,2,6,8,2,2012,32,1033.3,5465.56,88.7,6,18.5,456.02,1030,5087.48,76.75
08-02-2012 16:30,None,0,2,6,8,2,2012,33,1015.7,5676.53,97.56,6,16.7,461.93,986,5200.78,84.94
08-02-2012 17:00,None,0,2,6,8,2,2012,34,1000.4,5797.77,100.74,6,14.8,459.32,966,5423.19,108.54
08-02-2012 17:30,None,0,2,6,8,2,2012,35,986.8,5996.39,222.46,6,13,454.4,901,5655.61,301.42
08-02-2012 18:00,None,0,2,6,8,2,2012,36,974.5,6052.93,294.33,6,14.8,445.13,898,5634.77,262.02
08-02-2012 18:30,None,0,2,6,8,2,2012,37,962.6,5935.03,222.46,6,13,444.66,897,5500.47,132.97
08-02-2012 19:00,None,0,2,6,8,2,2012,38,952.9,5767.23,105.75,6,13,449.23,911,5406.71,119.03
08-02-2012 19:30,None,0,2,6,8,2,2012,39,944.8,5725.84,105.75,6,16.7,451.62,875,5334.22,127.61
08-02-2012 20:00,None,0,2,6,8,2,2012,40,938,5535.79,100.74,6,14.8,463.35,802,5183.42,108.49
08-02-2012 20:30,None,0,2,6,8,2,2012,41,932,5380.47,100.74,6,14.8,467.45,806,5022.38,117.62
08-02-2012 21:00,None,0,2,6,8,2,2012,42,924.5,5248.88,97.56,6,13,475.74,809,4839.99,121.36
08-02-2012 21:30,None,0,2,6,8,2,2012,43,912.7,5049.02,96.07,6,14.8,488.28,818,4590.87,105.79
08-02-2012 22:00,None,0,2,6,8,2,2012,44,900,4795.04,91.67,6,13,506.21,809,4335.7,102.27
08-02-2012 22:30,None,0,2,6,8,2,2012,45,886.4,4507.73,81.46,6,16.7,525.23,811,4116.25,88.17
08-02-2012 23:00,None,0,2,6,8,2,2012,46,873.5,4354.9,80.23,6,14.8,523.2,795,4058.51,88.17
08-02-2012 23:30,None,0,2,6,8,2,2012,47,864.2,4262.24,76.04,6,11.1,514.71,793,3865.08,72.76
09-02-2012 00:00,None,0,3,6,9,2,2012,0,826.7,4015.4,61.98,6,13,516.69,776,3641.64,67.04
09-02-2012 00:30,None,0,3,6,9,2,2012,1,823.3,3823.35,57.07,7,13,498.54,784,3462.89,66.39
09-02-2012 01:00,None,0,3,6,9,2,2012,2,817.6,3655.84,54.9,7,14.8,477.87,743,3353.61,66.39
09-02-2012 01:30,None,0,3,6,9,2,2012,3,806.5,3526.47,54.26,7,11.1,481.41,735,3235.8,65.99
09-02-2012 02:00,None,0,3,6,9,2,2012,4,796.3,3435.35,54.26,7,13,460.39,757,3159.16,65.99
09-02-2012 02:30,None,0,3,6,9,2,2012,5,789.8,3356.68,54.26,7,13,446.28,777,3100.95,65.99
09-02-2012 03:00,None,0,3,6,9,2,2012,6,777.8,3295.68,54.26,7,16.7,443.85,769,3076.09,65.99
09-02-2012 03:30,None,0,3,6,9,2,2012,7,748.1,3271.47,54.26,7,14.8,448.59,734,3055.89,65.99
09-02-2012 04:00,None,0,3,6,9,2,2012,8,719.5,3261.63,54.26,7,13,459.79,671,3047.36,65.99
09-02-2012 04:30,None,0,3,6,9,2,2012,9,692.1,3273.29,53.61,7,13,463.82,680,3030.79,64.7
09-02-2012 05:00,None,0,3,6,9,2,2012,10,665.8,3278.87,54.9,7,13,490.03,642,3048.28,67.04
09-02-2012 05:30,None,0,3,6,9,2,2012,11,646,3343.44,54.9,7,14.8,540.65,586,3095.59,67.04
09-02-2012 06:00,None,0,3,6,9,2,2012,12,627.3,3378.07,46.21,7,14.8,581.21,559,3316.49,44.13
09-02-2012 06:30,None,0,3,6,9,2,2012,13,609.7,3699.46,49.79,7,14.8,614.62,502,3636.16,63.74
09-02-2012 07:00,None,0,3,6,9,2,2012,14,591.5,4119.45,68.07,7,13,618.04,477,4138.14,68.33
09-02-2012 07:30,None,0,3,6,9,2,2012,15,570.3,4575.13,70.96,7,14.8,588.78,447,4557.84,68.33
09-02-2012 08:00,None,0,3,6,9,2,2012,16,547.7,4796.8,72.9,7,16.7,569.09,420,4700.62,68.33
09-02-2012 08:30,None,0,3,6,9,2,2012,17,525.1,4804.45,72.9,7,14.8,562.39,419,4714.49,68.33
09-02-2012 09:00,None,0,3,6,9,2,2012,18,504.1,4891.38,73.99,7,14.8,567.52,365,4875.85,78.86
09-02-2012 09:30,None,0,3,6,9,2,2012,19,487.6,5000.52,73.99,7,18.5,558.84,348,4958.33,78.86
09-02-2012 10:00,None,0,3,6,9,2,2012,20,470.8,5081.32,77.7,8,16.7,551.71,350,4974.52,81.89
09-02-2012 10:30,None,0,3,6,9,2,2012,21,453.3,5071.08,77.7,8,18.5,538.94,351,4994.83,82.57
09-02-2012 11:00,None,0,3,6,9,2,2012,22,436.3,5108.49,79.89,8,20.4,539.84,338,5020.62,82.57
09-02-2012 11:30,None,0,3,6,9,2,2012,23,418.4,5110.84,80.02,8,18.5,541.68,314,5024.61,82.57
